Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,Area_bin,Area_bin_order,Frontage_bin,Frontage_bin_order,Access_Road_bin,Access_Road_bin_order,Floors_bin,Floors_bin_order,Bedrooms_bin,Bedrooms_bin_order,Bathrooms_bin,Bathrooms_bin_order,Total_Room,Total_Room_bin,Total_Room_order
"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",56.0,4.0,6.0,2.0,2,3,Have certificate,Basic,4.3,Hồ Chí Minh,Quận 12,40–60,2,2–4,1,5–7,3,1–2,1,1–2,1,3–4,2,5,5–7,2
"Hẻm 1/, Đường Trần Văn Mười, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",52.0,4.0,5.0,3.0,3,4,Have certificate,Full,2.09,Hồ Chí Minh,Hóc Môn,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Phường Tân An, Ninh Kiều, Cần Thơ",52.0,4.4,5.0,2.0,3,2,Sale contract,No furnishings,2.49,Cần Thơ,Ninh Kiều,40–60,2,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Đồng Sậy, Xã Đan Phượng, Đan Phượng, Hà Nội",72.5,5.18,10.0,3.0,4,2,Have certificate,Basic,7.3,Hà Nội,Đan Phượng,60–80,3,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,1–2,1,6,5–7,2
"Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",38.0,4.0,5.0,5.0,3,4,Have certificate,Full,5.5,Hà Nội,Bắc Từ Liêm,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Phường 7, Phú Nhuận, Hồ Chí Minh",39.0,4.0,5.0,3.0,3,4,Have certificate,Basic,8.6,Hồ Chí Minh,Phú Nhuận,20–40,1,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Phường Yên Hòa, Cầu Giấy, Hà Nội",30.0,3.75,5.0,5.0,3,3,Have certificate,No furnishings,6.4,Hà Nội,Cầu Giấy,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,6,5–7,2
"Đường Đồng Xoài, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",125.0,4.4,10.5,2.0,6,5,Have certificate,No furnishings,4.65,Đà Nẵng,Liên Chiểu,120–160,5,4–6,2,lớn hơn 9,5,1–2,1,5–8,3,5–8,3,11,8–11,3
"Đường Cây Keo, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",52.0,5.0,5.1,4.0,4,4,Have certificate,Basic,6.4,Hồ Chí Minh,Thủ Đức,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Xã Phụng Châu, Chương Mỹ, Hà Nội",33.0,3.8,3.0,3.0,3,3,Have certificate,Basic,2.13,Hà Nội,Chương Mỹ,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Nguyễn Xuân Nhĩ, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",66.0,4.0,3.5,2.0,3,2,Have certificate,No furnishings,4.0,Đà Nẵng,Hải Châu,60–80,3,2–4,1,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Hồ Trung Lượng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",113.5,5.0,7.5,3.0,3,4,Have certificate,Full,7.5,Đà Nẵng,Cẩm Lệ,80–120,4,4–6,2,7–9,4,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Ngô Huy Diễn, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.0,5.0,7.5,3.0,3,3,Have certificate,No furnishings,6.5,Đà Nẵng,Cẩm Lệ,80–120,4,4–6,2,7–9,4,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh.",106.0,4.0,12.0,1.0,3,2,Sale contract,Full,8.3,Hồ Chí Minh,Tân Phú,80–120,4,2–4,1,lớn hơn 9,5,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",95.0,4.0,6.0,1.0,3,2,Have certificate,Basic,5.9,Hồ Chí Minh,Thủ Đức,80–120,4,2–4,1,5–7,3,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",45.0,6.0,2.0,4.0,3,3,Have certificate,Full,5.3,Hà Nội,Hà Đông,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",60.0,8.55,3.0,7.0,4,4,Have certificate,No furnishings,10.0,Hà Nội,Ba Đình,40–60,2,8–12,4,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Nguyễn Duy Cung, Phường 12, Gò Vấp, Hồ Chí Minh",50.0,4.25,10.0,4.0,4,5,Have certificate,Full,8.9,Hồ Chí Minh,Gò Vấp,40–60,2,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",48.0,4.075,3.0,2.0,3,4,Have certificate,Full,6.5,Hồ Chí Minh,Bình Thạnh,40–60,2,4–6,2,2–3,1,1–2,1,3–4,2,3–4,2,7,5–7,2
"Đường Lê Trọng Tấn, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",110.0,5.3,12.0,3.0,5,6,Have certificate,No furnishings,8.6,Hồ Chí Minh,Tân Phú,80–120,4,4–6,2,lớn hơn 9,5,3–4,2,5–8,3,5–8,3,11,8–11,3
"Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",75.0,4.15,6.0,4.0,5,4,Sale contract,No furnishings,8.4,Hồ Chí Minh,Gò Vấp,60–80,3,4–6,2,5–7,3,3–4,2,5–8,3,3–4,2,9,8–11,3
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",106.0,6.02,4.0,4.0,8,7,Sale contract,No furnishings,8.15,Hồ Chí Minh,Quận 7,80–120,4,6–8,3,3–5,2,3–4,2,5–8,3,5–8,3,15,12+,4
"Đường Liên Xã, Xã Phụng Châu, Chương Mỹ, Hà Nội",38.0,4.0,4.0,3.0,3,3,Have certificate,Basic,1.95,Hà Nội,Chương Mỹ,20–40,1,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phường Bình Chuẩn, Thuận An, Bình Dương",60.0,5.0,12.0,3.0,4,5,Have certificate,Full,3.7,Bình Dương,Thuận An,40–60,2,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội",45.0,7.1,3.0,3.0,4,4,Have certificate,No furnishings,6.2,Hà Nội,Hoàng Mai,40–60,2,6–8,3,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Nguyễn Trãi, Phường Dĩ An, Dĩ An, Bình Dương",64.0,4.0,3.5,1.0,3,2,Have certificate,No furnishings,2.0,Bình Dương,Dĩ An,60–80,3,2–4,1,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường ĐT 743, Phường Bình Chuẩn, Thuận An, Bình Dương",105.0,5.725,12.0,3.0,4,4,Have certificate,No furnishings,4.3,Bình Dương,Thuận An,80–120,4,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",137.5,5.0,6.0,1.0,1,1,Have certificate,Basic,3.5,Hồ Chí Minh,Nhà Bè,120–160,5,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh",36.0,4.0,4.0,3.0,3,3,Have certificate,Full,4.95,Hồ Chí Minh,Gò Vấp,20–40,1,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Dự án Scenic Valley 2, Đường Nguyễn Văn Linh, Phường Tân Phú, Quận 7, Hồ Chí Minh",127.0,4.4,5.0,1.0,1,1,Have certificate,Basic,6.4,Hồ Chí Minh,Quận 7,120–160,5,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Huỳnh Văn Nghệ, Phường 15, Tân Bình, Hồ Chí Minh",47.0,5.0,5.0,2.0,3,3,Have certificate,Full,4.98,Hồ Chí Minh,Tân Bình,40–60,2,4–6,2,3–5,2,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường Lê Thị Hoa, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",200.0,4.6,8.0,3.0,3,2,Sale contract,No furnishings,9.9,Hồ Chí Minh,Thủ Đức,lớn hơn 160,6,4–6,2,7–9,4,3–4,2,3–4,2,1–2,1,5,5–7,2
"Đường Bờ Cua, Xã Phước Lợi, Bến Lức, Long An",177.0,5.0,8.0,2.0,5,5,Have certificate,Basic,2.95,Long An,Bến Lức,lớn hơn 160,6,4–6,2,7–9,4,1–2,1,5–8,3,5–8,3,10,8–11,3
"Đường Số 4, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",76.0,4.0,9.0,2.0,4,4,Sale contract,No furnishings,8.0,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,7–9,4,1–2,1,3–4,2,3–4,2,8,8–11,3
"Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",48.0,4.0,6.0,4.0,4,5,Have certificate,No furnishings,7.0,Hồ Chí Minh,Bình Thạnh,40–60,2,2–4,1,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"169, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",30.0,3.9,3.0,4.0,3,3,Have certificate,Full,4.75,Hà Nội,Hoàng Mai,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Bát Khối, Phường Thạch Bàn, Long Biên, Hà Nội",43.0,4.0,3.5,6.0,3,3,Have certificate,Full,6.95,Hà Nội,Long Biên,40–60,2,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,6,5–7,2
"Phường Hòa An, Cẩm Lệ, Đà Nẵng",109.0,4.4,5.5,3.0,4,4,Have certificate,Full,3.6,Đà Nẵng,Cẩm Lệ,80–120,4,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Châu Văn Liêm, Phường An Lạc, Ninh Kiều, Cần Thơ",43.0,4.4,5.0,3.0,1,1,Have certificate,No furnishings,3.15,Cần Thơ,Ninh Kiều,40–60,2,4–6,2,3–5,2,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường Hoàng Hoa Thám, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",75.0,5.0,6.0,4.0,5,5,Have certificate,No furnishings,9.5,Bà Rịa Vũng Tàu,Vũng Tàu,60–80,3,4–6,2,5–7,3,3–4,2,5–8,3,5–8,3,10,8–11,3
"Đường Tô Vĩnh Diện, Phường Hòa An, Cẩm Lệ, Đà Nẵng",100.0,5.0,5.5,1.0,1,1,Have certificate,No furnishings,3.5,Đà Nẵng,Cẩm Lệ,80–120,4,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,2,2–4,1
"Phố Yên Duyên, Phường Yên Sở, Hoàng Mai, Hà Nội",33.0,3.0,4.0,5.0,3,4,Have certificate,No furnishings,4.48,Hà Nội,Hoàng Mai,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",68.0,4.3,5.0,4.0,3,3,Have certificate,Full,9.9,Hồ Chí Minh,Tân Bình,60–80,3,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Nguyễn Văn Bứa, Xã Mỹ Hạnh Nam, Đức Hòa, Long An",100.0,5.0,5.0,2.0,4,2,Have certificate,Full,1.98,Long An,Đức Hòa,80–120,4,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,6,5–7,2
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",65.0,4.2,7.0,4.0,4,4,Have certificate,Full,7.55,Hồ Chí Minh,Gò Vấp,60–80,3,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",40.0,3.3,3.0,4.0,4,4,Have certificate,Full,7.1,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Kim Âu, Xã Đặng Xá, Gia Lâm, Hà Nội",52.0,4.0,2.5,1.0,2,2,Have certificate,No furnishings,2.45,Hà Nội,Gia Lâm,40–60,2,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",64.0,4.0,4.0,4.0,4,4,Have certificate,Full,7.2,Hồ Chí Minh,Tân Bình,60–80,3,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",85.0,4.2,5.0,4.0,4,4,Have certificate,Full,7.8,Hồ Chí Minh,Tân Bình,80–120,4,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",30.0,4.0,8.0,1.0,1,1,Have certificate,Basic,4.25,Hà Nội,Hoàng Mai,20–40,1,2–4,1,7–9,4,1–2,1,1–2,1,1–2,1,2,2–4,1
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",50.0,4.2,10.0,4.0,4,3,Have certificate,No furnishings,3.2,Hải Phòng,Hồng Bàng,40–60,2,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,7,5–7,2
"Thôn Hoàng Long, Đường 5A, Xã Đặng Xá, Gia Lâm, Hà Nội",60.0,4.6,3.5,1.0,1,1,Have certificate,No furnishings,3.8,Hà Nội,Gia Lâm,40–60,2,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Tám Danh, Phường 4, Quận 8, Hồ Chí Minh",45.7,3.2,3.0,4.0,4,3,Have certificate,No furnishings,5.8,Hồ Chí Minh,Quận 8,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội",55.4,7.0,5.0,5.0,4,4,Sale contract,No furnishings,9.2,Hà Nội,Long Biên,40–60,2,6–8,3,3–5,2,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",42.0,3.8,4.0,3.0,4,3,Have certificate,No furnishings,4.7,Hồ Chí Minh,Bình Thạnh,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Ngõ 241, đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",35.0,4.4,5.0,5.0,3,4,Have certificate,Basic,3.8,Hà Nội,Bắc Từ Liêm,20–40,1,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Dương Lâm, Phường Văn Quán, Hà Đông, Hà Nội",40.0,4.0,5.0,5.0,4,4,Have certificate,Full,9.5,Hà Nội,Hà Đông,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,8,8–11,3
"Phố Thanh Đàm, Phường Thanh Trì, Hoàng Mai, Hà Nội",28.0,4.4,5.0,4.0,2,4,Sale contract,No furnishings,2.48,Hà Nội,Hoàng Mai,20–40,1,4–6,2,3–5,2,3–4,2,1–2,1,3–4,2,6,5–7,2
"Đường Bàu Mây, Xã An Tịnh, Trảng Bàng, Tây Ninh",150.0,5.0,6.0,1.0,8,8,Have certificate,No furnishings,1.2,Tây Ninh,Trảng Bàng,120–160,5,4–6,2,5–7,3,1–2,1,5–8,3,5–8,3,16,12+,4
"Đường Hương lộ 2, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",72.0,4.0,6.0,4.0,4,5,Have certificate,Full,6.8,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Bùi Thị Lùng, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",120.0,5.0,12.0,1.0,2,1,Have certificate,Full,1.48,Hồ Chí Minh,Hóc Môn,80–120,4,4–6,2,lớn hơn 9,5,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội",55.0,4.0,2.0,4.0,4,3,Have certificate,Basic,5.8,Hà Nội,Long Biên,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",50.0,4.0,2.5,1.0,1,1,Have certificate,Basic,9.8,Hà Nội,Nam Từ Liêm,40–60,2,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",48.0,4.0,3.5,5.0,5,4,Have certificate,Full,7.8,Hà Nội,Cầu Giấy,40–60,2,2–4,1,3–5,2,5–7,3,5–8,3,3–4,2,9,8–11,3
"Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",64.0,4.0,6.0,2.0,2,2,Have certificate,No furnishings,4.85,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",50.0,5.0,3.0,4.0,4,3,Sale contract,No furnishings,7.9,Hà Nội,Long Biên,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Phan Thanh, Phường Thạc Gián, Thanh Khê, Đà Nẵng",50.0,6.0,4.0,4.0,4,4,Have certificate,Full,3.9,Đà Nẵng,Thanh Khê,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh",45.0,4.0,3.0,2.0,2,2,Have certificate,No furnishings,4.9,Hồ Chí Minh,Gò Vấp,40–60,2,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Hồ Nguyên Trừng, Phường Mỹ Quý, Long Xuyên, An Giang",72.0,4.5,6.0,3.0,4,3,Have certificate,Full,6.8,An Giang,Long Xuyên,60–80,3,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Tiên Sơn 15, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",110.0,6.5,5.5,2.0,3,3,Have certificate,Full,6.3,Đà Nẵng,Hải Châu,80–120,4,6–8,3,5–7,3,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội.",30.0,4.4,5.0,5.0,1,1,Have certificate,No furnishings,5.6,Hà Nội,Ba Đình,20–40,1,4–6,2,3–5,2,5–7,3,1–2,1,1–2,1,2,2–4,1
"Đường 51, Phường 14, Gò Vấp, Hồ Chí Minh",70.0,4.4,6.0,2.0,3,3,Have certificate,No furnishings,6.5,Hồ Chí Minh,Gò Vấp,60–80,3,4–6,2,5–7,3,1–2,1,3–4,2,3–4,2,6,5–7,2
"Dự án Angia Star, Đường Quốc lộ 1A, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",65.0,4.4,5.0,1.0,1,1,Have certificate,No furnishings,1.3,Hồ Chí Minh,Bình Tân,60–80,3,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội",32.0,3.3,2.0,5.0,3,4,Have certificate,Full,5.3,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",63.6,3.81,3.0,4.0,4,5,Have certificate,No furnishings,5.8,Hồ Chí Minh,Quận 8,60–80,3,2–4,1,2–3,1,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",67.0,4.0,2.5,5.0,3,4,Have certificate,No furnishings,9.6,Hà Nội,Nam Từ Liêm,60–80,3,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",52.0,4.0,6.0,3.0,4,5,Have certificate,Full,4.45,Hồ Chí Minh,Quận 12,40–60,2,2–4,1,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Hồng Bàng, Phường 12, Quận 6, Hồ Chí Minh",21.0,4.0,3.0,2.0,1,1,Have certificate,No furnishings,2.36,Hồ Chí Minh,Quận 6,20–40,1,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",43.0,4.0,2.5,5.0,3,5,Have certificate,Full,7.55,Hà Nội,Nam Từ Liêm,40–60,2,2–4,1,2–3,1,5–7,3,3–4,2,5–8,3,8,8–11,3
"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",44.0,4.2,3.0,5.0,4,4,Have certificate,Full,8.1,Hà Nội,Đống Đa,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Ngõ 252, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",67.0,5.0,5.0,5.0,1,1,Have certificate,No furnishings,7.5,Hà Nội,Long Biên,60–80,3,4–6,2,3–5,2,5–7,3,1–2,1,1–2,1,2,2–4,1
"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",34.0,3.8,2.8,5.0,3,4,Have certificate,Full,4.8,Hà Nội,Long Biên,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Trường Chinh, Phường 15, Tân Bình, Hồ Chí Minh",42.0,4.0,5.0,4.0,4,5,Sale contract,No furnishings,5.6,Hồ Chí Minh,Tân Bình,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",33.0,4.9,5.0,5.0,3,3,Have certificate,Full,7.45,Hà Nội,Thanh Xuân,20–40,1,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,6,5–7,2
"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội",30.0,4.3,2.5,5.0,3,4,Sale contract,No furnishings,4.95,Hà Nội,Long Biên,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",27.0,3.2,3.5,2.0,2,2,Sale contract,Basic,1.4,Hồ Chí Minh,Quận 12,20–40,1,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",60.75,4.0,6.0,4.0,3,3,Have certificate,No furnishings,7.28,Hồ Chí Minh,Tân Bình,60–80,3,2–4,1,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Xã Vân Côn, Hoài Đức, Hà Nội",40.0,4.4,2.0,3.0,3,2,Have certificate,No furnishings,2.45,Hà Nội,Hoài Đức,20–40,1,4–6,2,2–3,1,3–4,2,3–4,2,1–2,1,5,5–7,2
"Dự án Greenlife 13C, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",90.0,5.0,12.0,4.0,4,5,Have certificate,No furnishings,7.5,Hồ Chí Minh,Bình Chánh,80–120,4,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",36.0,4.0,3.0,5.0,3,4,Have certificate,Full,6.5,Hà Nội,Hai Bà Trưng,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",54.0,4.0,6.0,4.0,4,5,Have certificate,Basic,5.6,Hồ Chí Minh,Bình Tân,40–60,2,2–4,1,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Nguyễn Quý Yêm, Phường An Lạc, Bình Tân, Hồ Chí Minh",44.0,4.0,6.0,3.0,3,2,Have certificate,No furnishings,3.6,Hồ Chí Minh,Bình Tân,40–60,2,2–4,1,5–7,3,3–4,2,3–4,2,1–2,1,5,5–7,2
"Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",31.0,3.8,3.0,5.0,3,4,Have certificate,Basic,4.5,Hà Nội,Hoàng Mai,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Số 5, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",47.5,4.0,7.0,1.0,1,1,Have certificate,No furnishings,4.5,Hồ Chí Minh,Bình Tân,40–60,2,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",51.0,5.6,6.0,3.0,3,3,Have certificate,No furnishings,5.2,Hồ Chí Minh,Thủ Đức,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",60.0,4.0,4.0,4.0,5,6,Sale contract,No furnishings,5.85,Hồ Chí Minh,Tân Phú,40–60,2,2–4,1,3–5,2,3–4,2,5–8,3,5–8,3,11,8–11,3
"Xã Đại Thành, Quốc Oai, Hà Nội",55.0,4.0,3.0,3.0,3,3,Have certificate,Full,2.95,Hà Nội,Quốc Oai,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phường Nguyễn Du, Hai Bà Trưng, Hà Nội",54.0,4.4,5.0,4.0,4,1,Have certificate,No furnishings,10.0,Hà Nội,Hai Bà Trưng,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,1–2,1,5,5–7,2
"Phường Biên Giang, Hà Đông, Hà Nội",30.0,3.75,3.0,5.0,3,3,Have certificate,Basic,2.5,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,6,5–7,2
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",80.0,5.0,6.0,4.0,4,5,Have certificate,Full,7.5,Hồ Chí Minh,Nhà Bè,60–80,3,4–6,2,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"Xã Phụng Châu, Chương Mỹ, Hà Nội",32.0,3.8,3.0,4.0,3,3,Have certificate,Basic,2.08,Hà Nội,Chương Mỹ,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
